TART-OF-LOG:  2.0
ARRL-SECTION:
CALLSIGN: EA4DXP
CATEGORY: SINGLE-OP ALL HIGH SSB
CLAIMED-SCORE: 152285
CLUB:
CONTEST: CQ-WW-SSB
CREATED-BY:
NAME: Luis Alarcon Palencia
OPERATORS:
SOAPBOX: RIG: Kenwood TS-520 SP
SOAPBOX: PWR: 200 W
SOAPBOX: ANT1: 10/15/20 m - ECO AVT vertical
SOAPBOX: ANT2: 40/80 m - homemade wire dipole
SOAPBOX: I like much this contest. See you next year!
QSO:  7200 PH 2005-10-29 0500 EA4DXP        59  14     IT9SGN        59  15
QSO:  7200 PH 2005-10-29 0505 EA4DXP        59  14     F8KGM         59  14
QSO:  7200 PH 2005-10-29 0508 EA4DXP        59  14     PJ2T          59  09
QSO:  7200 PH 2005-10-29 0509 EA4DXP        59  14     M8C           59  14
QSO:  3500 PH 2005-10-29 0525 EA4DXP        59  14     PA0AGA        59  14
QSO: 14175 PH 2005-10-29 0930 EA4DXP        59  14     IR5T          59  15
QSO: 14175 PH 2005-10-29 0931 EA4DXP        59  14     GD6IA         59  14
QSO: 14175 PH 2005-10-29 0931 EA4DXP        59  14     GW4BLE        59  14
QSO: 14175 PH 2005-10-29 0932 EA4DXP        59  14     PA0AA         59  14
QSO: 14175 PH 2005-10-29 0933 EA4DXP        59  14     DL9PB         59  14
QSO: 14175 PH 2005-10-29 0937 EA4DXP        59  14     MI0AYR        59  14
QSO: 14175 PH 2005-10-29 0939 EA4DXP        59  14     YZ5Z          59  15
QSO: 14175 PH 2005-10-29 0941 EA4DXP        59  14     DH6JL         59  14
QSO: 14175 PH 2005-10-29 0943 EA4DXP        59  14     II3B          59  15
QSO: 14175 PH 2005-10-29 0945 EA4DXP        59  14     ES1A          59  15
QSO: 14175 PH 2005-10-29 0946 EA4DXP        59  14     K5ZD          59  05
QSO: 14175 PH 2005-10-29 0947 EA4DXP        59  14     CU2A          59  14
QSO: 14175 PH 2005-10-29 0948 EA4DXP        59  14     OH4MDY        59  15
QSO: 14175 PH 2005-10-29 0950 EA4DXP        59  14     OT5G          59  14
QSO: 14175 PH 2005-10-29 0952 EA4DXP        59  14     IU9A          59  15
QSO: 14175 PH 2005-10-29 0956 EA4DXP        59  14     OH0JFP        59  15
QSO: 14175 PH 2005-10-29 0959 EA4DXP        59  14     9A5E          59  15
QSO: 14175 PH 2005-10-29 1000 EA4DXP        59  14     DL0KC         59  14
QSO: 14175 PH 2005-10-29 1001 EA4DXP        59  14     S50K          59  15
QSO: 14175 PH 2005-10-29 1004 EA4DXP        59  14     IU3A          59  15
QSO: 14175 PH 2005-10-29 1005 EA4DXP        59  14     OK5W          59  15
QSO: 14175 PH 2005-10-29 1006 EA4DXP        59  14     OE9XRV        59  15
QSO: 14175 PH 2005-10-29 1008 EA4DXP        59  14     ES5RW         59  15
QSO: 14175 PH 2005-10-29 1012 EA4DXP        59  14     SP9QMP        59  15
QSO: 14175 PH 2005-10-29 1012 EA4DXP        59  14     SN7Q          59  15
QSO: 14175 PH 2005-10-29 1013 EA4DXP        59  14     9A1P          59  15
QSO: 14175 PH 2005-10-29 1014 EA4DXP        59  14     S57DX         59  15
QSO: 14175 PH 2005-10-29 1016 EA4DXP        59  14     TF3W          59  40
QSO: 14175 PH 2005-10-29 1019 EA4DXP        59  14     LX1HD         59  14
QSO: 14175 PH 2005-10-29 1019 EA4DXP        59  14     EA8EA         59  33
QSO: 14175 PH 2005-10-29 1026 EA4DXP        59  14     YO8KGA        59  20
QSO: 14175 PH 2005-10-29 1027 EA4DXP        59  14     IS0A          59  15
QSO: 14175 PH 2005-10-29 1030 EA4DXP        59  14     VY2PA         59  05
QSO: 14175 PH 2005-10-29 1031 EA4DXP        59  14     S53M          59  15
QSO: 14175 PH 2005-10-29 1034 EA4DXP        59  14     LY6A          59  15
QSO: 14175 PH 2005-10-29 1036 EA4DXP        59  14     K2XA          59  05
QSO: 14175 PH 2005-10-29 1037 EA4DXP        59  14     KC1XX         59  05
QSO: 21000 PH 2005-10-29 1047 EA4DXP        59  14     LB8IB         59  14
QSO: 21000 PH 2005-10-29 1049 EA4DXP        59  14     LV5V          59  13
QSO: 21000 PH 2005-10-29 1050 EA4DXP        59  14     OL1B          59  15
QSO: 21000 PH 2005-10-29 1052 EA4DXP        59  14     ZX2B          59  11
QSO: 21000 PH 2005-10-29 1053 EA4DXP        59  14     UY5ZZ         59  16
QSO: 21000 PH 2005-10-29 1055 EA4DXP        59  14     IH9P          59  33
QSO: 21000 PH 2005-10-29 1103 EA4DXP        59  14     S50O          59  15
QSO: 21000 PH 2005-10-29 1104 EA4DXP        59  14     UA4FER        59  16
QSO: 21000 PH 2005-10-29 1106 EA4DXP        59  14     AY8A          59  13
QSO: 21000 PH 2005-10-29 1107 EA4DXP        59  14     OH4R          59  15
QSO: 21000 PH 2005-10-29 1108 EA4DXP        59  14     OK1DVM        59  15
QSO: 21000 PH 2005-10-29 1109 EA4DXP        59  14     OH5Z          59  15
QSO: 21000 PH 2005-10-29 1109 EA4DXP        59  14     4N0W          59  15
QSO: 21000 PH 2005-10-29 1111 EA4DXP        59  14     RZ9SWR        59  17
QSO: 21000 PH 2005-10-29 1112 EA4DXP        59  14     KC1XX         59  05
QSO: 21000 PH 2005-10-29 1114 EA4DXP        59  14     OK5W          59  15
QSO: 21000 PH 2005-10-29 1115 EA4DXP        59  14     9A4X          59  15
QSO: 21000 PH 2005-10-29 1117 EA4DXP        59  14     HG6N          59  15
QSO: 21000 PH 2005-10-29 1118 EA4DXP        59  14     T96Q          59  15
QSO: 21000 PH 2005-10-29 1121 EA4DXP        59  14     ES5TV         59  15
QSO: 21000 PH 2005-10-29 1122 EA4DXP        59  14     OM8A          59  15
QSO: 21000 PH 2005-10-29 1128 EA4DXP        59  14     YO5PBW        59  20
QSO: 21000 PH 2005-10-29 1133 EA4DXP        59  14     MD4K          59  14
QSO: 28000 PH 2005-10-29 1135 EA4DXP        59  14     MD4K          59  14
QSO: 28000 PH 2005-10-29 1136 EA4DXP        59  14     DJ1ZU         59  14
QSO: 28000 PH 2005-10-29 1138 EA4DXP        59  14     TA2ZAF        59  20
QSO: 28000 PH 2005-10-29 1139 EA4DXP        59  14     PI4D          59  14
QSO: 28000 PH 2005-10-29 1140 EA4DXP        59  14     G0TSM         59  14
QSO: 28000 PH 2005-10-29 1142 EA4DXP        59  14     G0AEV         59  14
QSO: 28000 PH 2005-10-29 1145 EA4DXP        59  14     5B/AJ2O       59  20
QSO: 28000 PH 2005-10-29 1149 EA4DXP        59  14     3V5A          59  33
QSO: 28000 PH 2005-10-29 1151 EA4DXP        59  14     DF0CG         59  14
QSO: 28000 PH 2005-10-29 1155 EA4DXP        59  14     VQ9X          59  39
QSO: 28000 PH 2005-10-29 1157 EA4DXP        59  14     GJ2A          59  14
QSO: 28000 PH 2005-10-29 1158 EA4DXP        59  14     GM0B          59  14
QSO: 28000 PH 2005-10-29 1209 EA4DXP        59  14     IK3UNA        59  15
QSO: 28000 PH 2005-10-29 1217 EA4DXP        59  14     F5VJK         59  14
QSO: 28000 PH 2005-10-29 1221 EA4DXP        59  14     G3LUW         59  14
QSO: 28000 PH 2005-10-29 1224 EA4DXP        59  14     5U7JB         59  35
QSO: 28000 PH 2005-10-29 1226 EA4DXP        59  14     4Z5KJ         59  20
QSO: 28000 PH 2005-10-29 1228 EA4DXP        59  14     IS0/DL3EW     59  15
QSO: 21000 PH 2005-10-29 1234 EA4DXP        59  14     8P1A          59  08
QSO:  7200 PH 2005-10-29 1318 EA4DXP        59  14     IZ6FXP        59  15
QSO:  7200 PH 2005-10-29 1319 EA4DXP        59  14     G3YYD         59  14
QSO:  7200 PH 2005-10-29 1323 EA4DXP        59  14     DF0CG         59  14
QSO:  7200 PH 2005-10-29 1326 EA4DXP        59  14     IS0/DL3EW     59  15
QSO:  7200 PH 2005-10-29 1330 EA4DXP        59  14     MI0LLL        59  14
QSO:  7200 PH 2005-10-29 1334 EA4DXP        59  14     PI4D          59  14
QSO:  7200 PH 2005-10-29 1341 EA4DXP        59  14     S52QM         59  15
QSO:  7200 PH 2005-10-29 1840 EA4DXP        59  14     RL3A          59  16
QSO:  7200 PH 2005-10-29 1842 EA4DXP        59  14     DL9AWI        59  14
QSO:  7200 PH 2005-10-29 1843 EA4DXP        59  14     S59ABC        59  15
QSO:  7200 PH 2005-10-29 1845 EA4DXP        59  14     DJ8UV         59  14
QSO:  7000 PH 2005-10-29 2126 EA4DXP        59  14     IO3Z          59  15
QSO:  7000 PH 2005-10-29 2137 EA4DXP        59  14     EA8ZS         59  33
QSO:  7200 PH 2005-10-29 2143 EA4DXP        59  14     HG3M          59  15
QSO:  7200 PH 2005-10-29 2146 EA4DXP        59  14     VY2PA         59  05
QSO:  7200 PH 2005-10-29 2151 EA4DXP        59  14     RW2F          59  15
QSO:  7200 PH 2005-10-29 2154 EA4DXP        59  14     DR5Z          59  14
QSO:  7200 PH 2005-10-29 2157 EA4DXP        59  14     OM7M          59  15
QSO:  7200 PH 2005-10-29 2201 EA4DXP        59  14     R3R           59  16
QSO:  7200 PH 2005-10-29 2224 EA4DXP        59  14     RU1A          59  16
QSO:  7200 PH 2005-10-29 2226 EA4DXP        59  14     LZ2DF         59  20
QSO:  7200 PH 2005-10-29 2228 EA4DXP        59  14     A61AR         59  21
QSO:  7200 PH 2005-10-29 2230 EA4DXP        59  14     HI3TEJ        59  08
QSO:  7200 PH 2005-10-29 2236 EA4DXP        59  14     LY7Z          59  15
QSO:  7200 PH 2005-10-30 0820 EA4DXP        59  14     LX6T          59  14
QSO:  7200 PH 2005-10-30 0821 EA4DXP        59  14     CU2/OH2PM     59  14
QSO:  7200 PH 2005-10-30 0825 EA4DXP        59  14     OT5A          59  14
QSO:  7200 PH 2005-10-30 1103 EA4DXP        59  14     PA0IJM        59  14
QSO: 28000 PH 2005-10-30 1126 EA4DXP        59  14     ZD8Z          59  36
QSO: 28000 PH 2005-10-30 1128 EA4DXP        59  14     OH0Z          59  15
QSO: 28000 PH 2005-10-30 1129 EA4DXP        59  14     EI4II         59  14
QSO: 28000 PH 2005-10-30 1132 EA4DXP        59  14     GW8CMU        59  14
QSO: 28000 PH 2005-10-30 1135 EA4DXP        59  14     LU1HF         59  13
QSO: 21000 PH 2005-10-30 1138 EA4DXP        59  14     VY2PA         59  05
QSO: 21000 PH 2005-10-30 1142 EA4DXP        59  14     SQ6Z          59  15
QSO: 21000 PH 2005-10-30 1143 EA4DXP        59  14     CT3YA         59  33
QSO: 21000 PH 2005-10-30 1144 EA4DXP        59  14     VE3RM         59  04
QSO: 21000 PH 2005-10-30 1145 EA4DXP        59  14     YV5A          59  09
QSO: 21000 PH 2005-10-30 1147 EA4DXP        59  14     W3LPL         59  05
QSO: 21000 PH 2005-10-30 1148 EA4DXP        59  14     K1RX          59  05
QSO: 21000 PH 2005-10-30 1150 EA4DXP        59  14     ER3R          59  16
QSO: 21000 PH 2005-10-30 1150 EA4DXP        59  14     HA8FW         59  15
QSO: 21000 PH 2005-10-30 1152 EA4DXP        59  14     DL2OBO        59  14
QSO: 21000 PH 2005-10-30 1152 EA4DXP        59  14     K1AR          59  05
QSO: 21000 PH 2005-10-30 1153 EA4DXP        59  14     OL6P          59  15
QSO: 21000 PH 2005-10-30 1157 EA4DXP        59  14     WE2F          59  05
QSO: 21000 PH 2005-10-30 1201 EA4DXP        59  14     TF3ZA         59  40
QSO: 21000 PH 2005-10-30 1202 EA4DXP        59  14     OT5G          59  14
QSO: 21000 PH 2005-10-30 1202 EA4DXP        59  14     G5W           59  14
QSO: 21000 PH 2005-10-30 1206 EA4DXP        59  14     JY4NE         59  20
QSO: 21000 PH 2005-10-30 1207 EA4DXP        59  14     G6PZ          59  14
QSO: 21000 PH 2005-10-30 1209 EA4DXP        59  14     DF0CG         59  14
QSO: 21000 PH 2005-10-30 1211 EA4DXP        59  14     NY1Q          59  05
QSO: 21000 PH 2005-10-30 1212 EA4DXP        59  14     M4U           59  14
QSO: 21000 PH 2005-10-30 1213 EA4DXP        59  14     N2MM          59  05
QSO: 21000 PH 2005-10-30 1214 EA4DXP        59  14     YT7Z          59  15
QSO: 21000 PH 2005-10-30 1215 EA4DXP        59  14     HA80IARU      59  15
QSO: 21000 PH 2005-10-30 1216 EA4DXP        59  14     9A7A          59  15
QSO: 21000 PH 2005-10-30 1217 EA4DXP        59  14     OZ1BTE        59  14
QSO: 21000 PH 2005-10-30 1217 EA4DXP        59  14     Z32XA         59  15
QSO: 21000 PH 2005-10-30 1219 EA4DXP        59  14     WB1DX         59  05
QSO: 21000 PH 2005-10-30 1221 EA4DXP        59  14     G4DBL         59  14
QSO: 21000 PH 2005-10-30 1221 EA4DXP        59  14     ZA/Z35M       59  15
QSO: 21000 PH 2005-10-30 1223 EA4DXP        59  14     J49Z          59  20
QSO: 21000 PH 2005-10-30 1225 EA4DXP        59  14     ST2T          59  34
QSO: 21000 PH 2005-10-30 1227 EA4DXP        59  14     N2RM          59  05
QSO: 21000 PH 2005-10-30 1231 EA4DXP        59  14     TF/N0HJZ      59  40
QSO: 21000 PH 2005-10-30 1232 EA4DXP        59  14     VO1TA         59  05
QSO: 21000 PH 2005-10-30 1234 EA4DXP        59  14     VP9I          59  05
QSO: 21000 PH 2005-10-30 1236 EA4DXP        59  14     VE2IM         59  02
QSO: 21000 PH 2005-10-30 1242 EA4DXP        59  14     SN1X          59  15
QSO: 28000 PH 2005-10-30 1254 EA4DXP        59  14     OT5A          59  14
QSO: 28000 PH 2005-10-30 1256 EA4DXP        59  14     CT9L          59  33
QSO: 28000 PH 2005-10-30 1301 EA4DXP        59  14     CT3YA         59  33
QSO: 28000 PH 2005-10-30 1303 EA4DXP        59  14     M4A           59  14
QSO: 21000 PH 2005-10-30 1306 EA4DXP        59  14     VY2TT         59  05
QSO: 21000 PH 2005-10-30 1308 EA4DXP        59  14     VE3EJ         59  04
QSO: 21000 PH 2005-10-30 1319 EA4DXP        59  14     PI4CC         59  14
QSO: 21000 PH 2005-10-30 1323 EA4DXP        59  14     CN8NK         59  33
QSO: 21000 PH 2005-10-30 1326 EA4DXP        59  14     US0KW         59  16
QSO: 21000 PH 2005-10-30 1327 EA4DXP        59  14     OY1CT         59  14
QSO: 21000 PH 2005-10-30 1333 EA4DXP        59  14     KQ2M          59  05
QSO: 21000 PH 2005-10-30 1335 EA4DXP        59  14     K5ZD          59  05
QSO: 21000 PH 2005-10-30 1423 EA4DXP        59  14     N3RS          59  05
QSO: 21000 PH 2005-10-30 1424 EA4DXP        59  14     K3NA          59  05
QSO: 21000 PH 2005-10-30 1426 EA4DXP        59  14     VE3XN         59  04
QSO: 21000 PH 2005-10-30 1430 EA4DXP        59  14     K5NA          59  04
QSO: 21000 PH 2005-10-30 1431 EA4DXP        59  14     PS2T          59  11
QSO: 21000 PH 2005-10-30 1432 EA4DXP        59  14     K3OOO         59  05
QSO: 21000 PH 2005-10-30 1433 EA4DXP        59  14     WB9Z          59  04
QSO: 21000 PH 2005-10-30 1435 EA4DXP        59  14     9G1A          59  35
QSO: 21000 PH 2005-10-30 1436 EA4DXP        59  14     FG/K9NW       59  08
QSO: 21000 PH 2005-10-30 1437 EA4DXP        59  14     VE2CQ         59  05
QSO: 21000 PH 2005-10-30 1440 EA4DXP        59  14     VE3SY         59  04
QSO: 21000 PH 2005-10-30 1441 EA4DXP        59  14     VE3KZ         59  04
QSO: 21000 PH 2005-10-30 1449 EA4DXP        59  14     EA8BHD        59  33
QSO: 21000 PH 2005-10-30 1450 EA4DXP        59  14     SV1UT         59  20
QSO: 21000 PH 2005-10-30 1452 EA4DXP        59  14     VC3O          59  04
QSO: 21000 PH 2005-10-30 1454 EA4DXP        59  14     YZ1U          59  15
QSO: 21000 PH 2005-10-30 1457 EA4DXP        59  14     N3AD          59  05
QSO: 21000 PH 2005-10-30 1459 EA4DXP        59  14     W2AX          59  05
QSO: 21000 PH 2005-10-30 1500 EA4DXP        59  14     J48NL         59  20
QSO: 21000 PH 2005-10-30 1502 EA4DXP        59  14     NN3W          59  05
QSO: 21000 PH 2005-10-30 1504 EA4DXP        59  14     OH0Z          59  15
QSO: 21000 PH 2005-10-30 1505 EA4DXP        59  14     N2IC          59  05
QSO: 21000 PH 2005-10-30 1507 EA4DXP        59  14     N8RA          59  04
QSO: 21000 PH 2005-10-30 1508 EA4DXP        59  14     W3UA          59  05
QSO: 21000 PH 2005-10-30 1508 EA4DXP        59  14     N1IW          59  05
QSO: 21000 PH 2005-10-30 1511 EA4DXP        59  14     KB1H          59  05
QSO: 21000 PH 2005-10-30 1513 EA4DXP        59  14     K3EST         59  05
QSO: 21000 PH 2005-10-30 1515 EA4DXP        59  14     LZ9W          59  20
QSO: 21000 PH 2005-10-30 1516 EA4DXP        59  14     K5MA          59  05
QSO: 21000 PH 2005-10-30 1517 EA4DXP        59  14     LN1T          59  14
QSO: 21000 PH 2005-10-30 1520 EA4DXP        59  14     CT9L          59  33
QSO: 21000 PH 2005-10-30 1523 EA4DXP        59  14     SV9/OH4FR     59  20
QSO: 21000 PH 2005-10-30 1525 EA4DXP        59  14     N8II          59  05
QSO: 21000 PH 2005-10-30 1527 EA4DXP        59  14     EA8AH         59  33
QSO: 21000 PH 2005-10-30 1528 EA4DXP        59  14     KG9N          59  04
QSO: 21000 PH 2005-10-30 1533 EA4DXP        59  14     SV9CVY        59  20
QSO: 21000 PH 2005-10-30 1534 EA4DXP        59  14     KI1G          59  05
QSO: 21000 PH 2005-10-30 1535 EA4DXP        59  14     VA3SK         59  04
QSO: 21000 PH 2005-10-30 1538 EA4DXP        59  14     W4WS          59  05
QSO: 21000 PH 2005-10-30 1539 EA4DXP        59  14     K5NZ          59  04
QSO: 21000 PH 2005-10-30 1540 EA4DXP        59  14     K3II          59  05
QSO: 21000 PH 2005-10-30 1541 EA4DXP        59  14     K3CR          59  05
QSO: 21000 PH 2005-10-30 1542 EA4DXP        59  14     NQ4I          59  05
QSO: 21000 PH 2005-10-30 1545 EA4DXP        59  14     N0NI          59  04
QSO: 28000 PH 2005-10-30 1550 EA4DXP        59  14     LT2H          59  13
QSO: 28000 PH 2005-10-30 1551 EA4DXP        59  14     LR2D          59  13
QSO: 28000 PH 2005-10-30 1553 EA4DXP        59  14     PY2DY         59  11
QSO: 28000 PH 2005-10-30 1555 EA4DXP        59  14     LU3HIP        59  13
QSO: 28000 PH 2005-10-30 1601 EA4DXP        59  14     LU9DAG        59  13
QSO: 28000 PH 2005-10-30 1602 EA4DXP        59  14     PS2T          59  11
QSO: 28000 PH 2005-10-30 1606 EA4DXP        59  14     9Y4NZ         59  09
QSO: 21000 PH 2005-10-30 1613 EA4DXP        59  14     AA1K          59  05
QSO: 21000 PH 2005-10-30 1616 EA4DXP        59  14     P49Y          59  09
QSO: 21000 PH 2005-10-30 1618 EA4DXP        59  14     VE3AD         59  04
QSO: 21000 PH 2005-10-30 1621 EA4DXP        59  14     K3LR          59  05
QSO: 28000 PH 2005-10-30 1658 EA4DXP        59  14     CV5D          59  13
QSO: 28000 PH 2005-10-30 1659 EA4DXP        59  14     LR4E          59  13
QSO: 28000 PH 2005-10-30 1701 EA4DXP        59  14     LT1F          59  13
QSO: 28000 PH 2005-10-30 1703 EA4DXP        59  14     LR2F          59  13
QSO: 28000 PH 2005-10-30 1705 EA4DXP        59  14     CE6TC         59  12
QSO: 21000 PH 2005-10-30 1708 EA4DXP        59  14     EA8AOC        59  33
QSO: 21000 PH 2005-10-30 1708 EA4DXP        59  14     VE2AYU        59  05
QSO: 21000 PH 2005-10-30 1711 EA4DXP        59  14     W2RE          59  05
QSO: 21000 PH 2005-10-30 1712 EA4DXP        59  14     K1TTT         59  05
QSO: 21000 PH 2005-10-30 1713 EA4DXP        59  14     N3CA          59  05
QSO: 21000 PH 2005-10-30 1714 EA4DXP        59  14     N4CT          59  05
QSO: 21000 PH 2005-10-30 1715 EA4DXP        59  14     NK7U          59  03
QSO: 21000 PH 2005-10-30 1717 EA4DXP        59  14     W8MJ          59  04
QSO: 21000 PH 2005-10-30 1718 EA4DXP        59  14     ZY7C          59  11
QSO: 21000 PH 2005-10-30 1719 EA4DXP        59  14     VE6AO         59  04
QSO: 21000 PH 2005-10-30 1721 EA4DXP        59  14     VA7AM         59  03
QSO: 21000 PH 2005-10-30 1722 EA4DXP        59  14     N2LT          59  05
QSO: 21000 PH 2005-10-30 1723 EA4DXP        59  14     K1GU          59  04
QSO: 21000 PH 2005-10-30 1724 EA4DXP        59  14     WE3C          59  05
QSO: 21000 PH 2005-10-30 1725 EA4DXP        59  14     PJ4W          59  09
QSO: 21000 PH 2005-10-30 1728 EA4DXP        59  14     N2GM          59  05
QSO: 21000 PH 2005-10-30 1729 EA4DXP        59  14     N2CW          59  05
QSO: 21000 PH 2005-10-30 1730 EA4DXP        59  14     K8AZ          59  04
QSO: 21000 PH 2005-10-30 1732 EA4DXP        59  14     XE2TG         59  06
QSO: 21000 PH 2005-10-30 1734 EA4DXP        59  14     PY1KN         59  11
QSO: 21000 PH 2005-10-30 1736 EA4DXP        59  14     VP5DX         59  08
QSO: 21000 PH 2005-10-30 1737 EA4DXP        59  14     W0ZA          59  04
QSO: 21000 PH 2005-10-30 1738 EA4DXP        59  14     YV4A          59  09
QSO: 21000 PH 2005-10-30 1743 EA4DXP        59  14     N1IK          59  05
QSO: 14175 PH 2005-10-30 1759 EA4DXP        59  14     K3LR          59  05
QSO: 14175 PH 2005-10-30 1804 EA4DXP        59  14     AA1K          59  05
QSO: 14175 PH 2005-10-30 1808 EA4DXP        59  14     OH6XX         59  15
QSO: 14175 PH 2005-10-30 1809 EA4DXP        59  14     PS2T          59  11
QSO: 14175 PH 2005-10-30 1813 EA4DXP        59  14     CT9L          59  33
QSO: 14175 PH 2005-10-30 1814 EA4DXP        59  14     VE1JF         59  05
QSO: 14175 PH 2005-10-30 1816 EA4DXP        59  14     VE3KZ         59  04
QSO: 14175 PH 2005-10-30 1819 EA4DXP        59  14     VE2RM         59  05
QSO: 14175 PH 2005-10-30 1827 EA4DXP        59  14     YL5W          59  15
QSO: 14175 PH 2005-10-30 1829 EA4DXP        59  14     4M5R          59  09
QSO: 14175 PH 2005-10-30 1831 EA4DXP        59  14     N1DD          59  05
QSO:  7200 PH 2005-10-30 1837 EA4DXP        59  14     OZ1ADL        59  14
QSO:  7200 PH 2005-10-30 1843 EA4DXP        59  14     IR2C          59  15
